DATA PEDIDO,DATA ENTREGA,PRODUTO,MEIO,FALHAS,STATUS,MOTIVO,Prazo
27/1/2005,7/4/2005,CONTAS A PAGAR,CNAB,9,Desistiu,MUITA BUROCRACIA,70
27/1/2005,11/3/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,NÃO CUMPRIU PRAZO,43
27/1/2005,4/2/2005,CONTAS A PAGAR,INTERNET,5,Operando,,8
28/1/2005,21/3/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,52
28/1/2005,24/3/2005,CONTAS A PAGAR,CNAB,9,Operando,,55
31/1/2005,18/3/2005,COBRANÇA COM REGISTRO,INTERNET,8,Desistiu,NÃO CUMPRIU PRAZO,46
31/1/2005,21/2/2005,CONTAS A PAGAR,INTERNET,4,Operando,,21
31/1/2005,21/2/2005,CONTAS A PAGAR,INTERNET,4,Operando,,21
2/2/2005,17/3/2005,COBRANÇA COM REGISTRO,INTERNET,9,Desistiu,NÃO CUMPRIU PRAZO,43
2/2/2005,3/3/2005,CONTAS A PAGAR,INTERNET,6,Operando,,29
3/2/2005,28/3/2005,COBRANÇA COM REGISTRO,CNAB,8,Operando,,53
3/2/2005,18/3/2005,CONTAS A PAGAR,INTERNET,6,Operando,,43
4/2/2005,20/4/2005,CONTAS A PAGAR,INTERNET,7,Operando,,75
9/2/2005,1/5/2005,COBRANÇA COM REGISTRO,CNAB,11,Operando,,81
9/2/2005,29/4/2005,COBRANÇA COM REGISTRO,CNAB,9,Operando,,79
9/2/2005,1/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,20
11/2/2005,9/3/2005,CONTAS A PAGAR,INTERNET,4,Operando,,26
11/2/2005,1/3/2005,CONTAS A PAGAR,INTERNET,2,Operando,,18
14/2/2005,3/4/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,FALTA DE RETORNO,48
14/2/2005,9/3/2005,CONTAS A PAGAR,INTERNET,6,Operando,,23
14/2/2005,8/3/2005,CONTAS A PAGAR,INTERNET,2,Operando,,22
14/2/2005,24/2/2005,CONTAS A PAGAR,INTERNET,5,Operando,,10
15/2/2005,31/3/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,MUITA BUROCRACIA,44
15/2/2005,22/3/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,NÃO CUMPRIU PRAZO,35
15/2/2005,3/3/2005,CONTAS A PAGAR,INTERNET,2,Desistiu,OFERTA CONCORRENCIA,16
15/2/2005,19/3/2005,CONTAS A PAGAR,INTERNET,4,Operando,,32
15/2/2005,13/3/2005,CONTAS A PAGAR,INTERNET,7,Operando,,26
16/2/2005,1/4/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,NÃO CUMPRIU PRAZO,44
16/2/2005,18/3/2005,CONTAS A PAGAR,INTERNET,4,Desistiu,NÃO CUMPRIU PRAZO,30
16/2/2005,1/3/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,13
16/2/2005,11/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,23
17/2/2005,6/5/2005,COBRANÇA SEM REGISTRO,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,78
17/2/2005,31/3/2005,COBRANÇA COM REGISTRO,INTERNET,5,Desistiu,MAU ATENDIMENTO,42
17/2/2005,1/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,43
18/2/2005,24/4/2005,COBRANÇA SEM REGISTRO,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,65
18/2/2005,2/4/2005,COBRANÇA COM REGISTRO,INTERNET,7,Operando,,43
21/2/2005,14/3/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,OUTROS,21
21/2/2005,13/4/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,NÃO CUMPRIU PRAZO,51
21/2/2005,28/3/2005,CONTAS A PAGAR,INTERNET,4,Desistiu,MUDANÇAS INTERNAS,35
21/2/2005,17/3/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,24
21/2/2005,8/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,46
21/2/2005,24/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,31
21/2/2005,24/3/2005,CONTAS A PAGAR,INTERNET,6,Operando,,31
21/2/2005,24/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,31
21/2/2005,23/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,30
21/2/2005,15/3/2005,CONTAS A PAGAR,INTERNET,1,Operando,,22
21/2/2005,14/3/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,21
21/2/2005,10/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,17
21/2/2005,7/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,14
22/2/2005,27/4/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,FALTA ASSISTENCIA TECNICA,64
22/2/2005,5/5/2005,CONTAS A PAGAR,INTERNET,9,Desistiu,NÃO CUMPRIU PRAZO,72
22/2/2005,5/4/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,FALTA ASSISTENCIA TECNICA,42
22/2/2005,29/3/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,35
22/2/2005,15/3/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,21
23/2/2005,28/4/2005,COBRANÇA COM REGISTRO,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,64
23/2/2005,28/4/2005,CONTAS A PAGAR,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,64
23/2/2005,28/4/2005,CONTAS A PAGAR,CNAB,9,Desistiu,MAU ATENDIMENTO,64
23/2/2005,28/4/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,64
23/2/2005,27/4/2005,COBRANÇA COM REGISTRO,CNAB,9,Desistiu,MUITA BUROCRACIA,63
23/2/2005,6/4/2005,CONTAS A PAGAR,INTERNET,5,Desistiu,MUITA BUROCRACIA,42
23/2/2005,29/4/2005,CONTAS A PAGAR,CNAB,8,Operando,,65
23/2/2005,28/4/2005,CONTAS A PAGAR,CNAB,9,Operando,,64
23/2/2005,26/4/2005,CONTAS A PAGAR,CNAB,10,Operando,,62
23/2/2005,14/3/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,19
23/2/2005,11/3/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,16
23/2/2005,10/3/2005,CONTAS A PAGAR,CNAB,2,Operando,,15
23/2/2005,10/3/2005,COBRANÇA COM REGISTRO,INTERNET,3,Operando,,15
23/2/2005,8/3/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,13
24/2/2005,12/5/2005,CONTAS A PAGAR,CNAB,10,Desistiu,MUITA BUROCRACIA,77
24/2/2005,10/5/2005,COBRANÇA SEM REGISTRO,CNAB,7,Desistiu,FALTA DE RETORNO,75
24/2/2005,14/3/2005,COBRANÇA SEM REGISTRO,CNAB,2,Desistiu,OFERTA CONCORRENCIA,18
24/2/2005,13/3/2005,COBRANÇA SEM REGISTRO,CNAB,4,Desistiu,OFERTA CONCORRENCIA,17
24/2/2005,18/5/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,NÃO CUMPRIU PRAZO,83
24/2/2005,17/5/2005,CONTAS A PAGAR,INTERNET,11,Desistiu,NÃO CUMPRIU PRAZO,82
24/2/2005,17/5/2005,CONTAS A PAGAR,INTERNET,10,Desistiu,MAU ATENDIMENTO,82
24/2/2005,23/3/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,27
24/2/2005,28/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,32
24/2/2005,6/3/2005,CONTAS A PAGAR,INTERNET,2,Operando,,10
25/2/2005,12/5/2005,COBRANÇA SEM REGISTRO,CNAB,9,Desistiu,FALTA ASSISTENCIA TECNICA,76
25/2/2005,9/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,73
25/2/2005,9/3/2005,COBRANÇA COM REGISTRO,CNAB,3,Desistiu,OFERTA CONCORRENCIA,12
25/2/2005,7/5/2005,COBRANÇA COM REGISTRO,INTERNET,10,Desistiu,NÃO CUMPRIU PRAZO,71
25/2/2005,5/5/2005,CONTAS A PAGAR,INTERNET,9,Desistiu,FALTA ASSISTENCIA TECNICA,69
25/2/2005,17/4/2005,CONTAS A PAGAR,CNAB,7,Operando,,51
25/2/2005,12/3/2005,CONTAS A PAGAR,INTERNET,1,Operando,,15
28/2/2005,5/4/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,MAU ATENDIMENTO,36
28/2/2005,2/4/2005,COBRANÇA COM REGISTRO,CNAB,5,Desistiu,PREÇO DOS SERVIÇOS,33
28/2/2005,7/5/2005,COBRANÇA SEM REGISTRO,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,68
28/2/2005,7/5/2005,CONTAS A PAGAR,INTERNET,9,Desistiu,MUITA BUROCRACIA,68
28/2/2005,11/3/2005,CONTAS A PAGAR,CNAB,4,Operando,,11
28/2/2005,10/4/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,41
28/2/2005,31/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,31
28/2/2005,31/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,31
1/3/2005,22/5/2005,CONTAS A PAGAR,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,82
1/3/2005,15/5/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MAU ATENDIMENTO,75
1/3/2005,9/4/2005,CONTAS A PAGAR,CNAB,5,Desistiu,NÃO CUMPRIU PRAZO,39
1/3/2005,15/3/2005,CONTAS A PAGAR,INTERNET,4,Operando,,14
1/3/2005,14/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,13
1/3/2005,12/3/2005,CONTAS A PAGAR,INTERNET,2,Operando,,11
1/3/2005,12/3/2005,CONTAS A PAGAR,INTERNET,4,Operando,,11
2/3/2005,15/5/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,74
2/3/2005,21/5/2005,COBRANÇA SEM REGISTRO,INTERNET,10,Desistiu,MUITA BUROCRACIA,80
2/3/2005,12/5/2005,COBRANÇA COM REGISTRO,INTERNET,8,Desistiu,FALTA DE RETORNO,71
2/3/2005,24/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,22
3/3/2005,22/3/2005,CONTAS A PAGAR,CNAB,3,Operando,,19
3/3/2005,11/3/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,8
4/3/2005,18/5/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,75
4/3/2005,4/4/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,31
4/3/2005,21/3/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,17
4/3/2005,4/5/2005,CONTAS A PAGAR,INTERNET,7,Operando,,61
4/3/2005,5/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,32
4/3/2005,5/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,32
4/3/2005,30/3/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,26
4/3/2005,28/3/2005,CONTAS A PAGAR,INTERNET,5,Operando,,24
7/3/2005,26/4/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,NÃO CUMPRIU PRAZO,50
7/3/2005,6/5/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,60
7/3/2005,8/4/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,32
7/3/2005,16/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,40
7/3/2005,7/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,31
8/3/2005,26/5/2005,CONTAS A PAGAR,CNAB,9,Desistiu,MUITA BUROCRACIA,79
8/3/2005,20/5/2005,CONTAS A PAGAR,CNAB,13,Desistiu,NÃO CUMPRIU PRAZO,73
8/3/2005,19/5/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,72
8/3/2005,10/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,63
8/3/2005,10/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,63
8/3/2005,9/5/2005,CONTAS A PAGAR,CNAB,8,Desistiu,MUITA BUROCRACIA,62
8/3/2005,9/5/2005,CONTAS A PAGAR,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,62
8/3/2005,9/5/2005,CONTAS A PAGAR,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,62
8/3/2005,8/5/2005,CONTAS A PAGAR,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,61
8/3/2005,2/5/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,55
8/3/2005,15/4/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,MUITA BUROCRACIA,38
8/3/2005,15/4/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,FALTA ASSISTENCIA TECNICA,38
8/3/2005,14/4/2005,COBRANÇA SEM REGISTRO,INTERNET,7,Desistiu,MUDANÇAS INTERNAS,37
8/3/2005,14/4/2005,COBRANÇA SEM REGISTRO,INTERNET,5,Desistiu,NÃO CUMPRIU PRAZO,37
8/3/2005,13/4/2005,COBRANÇA SEM REGISTRO,INTERNET,6,Desistiu,NÃO CUMPRIU PRAZO,36
8/3/2005,20/5/2005,CONTAS A PAGAR,CNAB,8,Operando,,73
8/3/2005,29/4/2005,CONTAS A PAGAR,CNAB,7,Operando,,52
8/3/2005,19/4/2005,CONTAS A PAGAR,CNAB,4,Operando,,42
8/3/2005,3/4/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,26
8/3/2005,31/3/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,23
8/3/2005,30/3/2005,COBRANÇA COM REGISTRO,CNAB,3,Operando,,22
8/3/2005,13/4/2005,CONTAS A PAGAR,INTERNET,7,Operando,,36
9/3/2005,15/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,37
9/3/2005,10/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,32
9/3/2005,20/3/2005,CONTAS A PAGAR,INTERNET,4,Operando,,11
10/3/2005,10/4/2005,CONTAS A PAGAR,CNAB,5,Desistiu,MUITA BUROCRACIA,31
10/3/2005,15/5/2005,COBRANÇA COM REGISTRO,INTERNET,9,Desistiu,FALTA ASSISTENCIA TECNICA,66
10/3/2005,15/4/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,MUITA BUROCRACIA,36
10/3/2005,10/4/2005,CONTAS A PAGAR,CNAB,6,Operando,,31
10/3/2005,10/4/2005,CONTAS A PAGAR,CNAB,6,Operando,,31
10/3/2005,22/3/2005,COBRANÇA COM REGISTRO,CNAB,2,Operando,,12
10/3/2005,12/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,33
11/3/2005,24/5/2005,COBRANÇA COM REGISTRO,CNAB,10,Desistiu,FALTA ASSISTENCIA TECNICA,74
11/3/2005,22/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,MUITA BUROCRACIA,72
11/3/2005,11/5/2005,CONTAS A PAGAR,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,61
11/3/2005,29/4/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MUITA BUROCRACIA,49
11/3/2005,4/4/2005,CONTAS A PAGAR,INTERNET,4,Desistiu,FALTA DE RETORNO,24
11/3/2005,29/3/2005,CONTAS A PAGAR,INTERNET,4,Operando,,18
14/3/2005,11/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,FALTA ASSISTENCIA TECNICA,58
14/3/2005,21/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,38
14/3/2005,18/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,35
14/3/2005,11/4/2005,COBRANÇA COM REGISTRO,INTERNET,7,Operando,,28
14/3/2005,29/3/2005,CONTAS A PAGAR,INTERNET,3,Operando,,15
15/3/2005,26/5/2005,CONTAS A PAGAR,CNAB,10,Desistiu,NÃO CUMPRIU PRAZO,72
15/3/2005,26/5/2005,CONTAS A PAGAR,CNAB,10,Desistiu,NÃO CUMPRIU PRAZO,72
15/3/2005,23/5/2005,CONTAS A PAGAR,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,69
15/3/2005,12/5/2005,CONTAS A PAGAR,CNAB,8,Operando,,58
15/3/2005,20/4/2005,COBRANÇA SEM REGISTRO,CNAB,6,Operando,,36
15/3/2005,21/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,37
15/3/2005,19/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,35
15/3/2005,18/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,34
15/3/2005,29/3/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,14
16/3/2005,25/5/2005,CONTAS A PAGAR,CNAB,14,Desistiu,NÃO CUMPRIU PRAZO,70
16/3/2005,14/4/2005,CONTAS A PAGAR,CNAB,5,Desistiu,MUDANÇAS INTERNAS,29
16/3/2005,23/5/2005,COBRANÇA COM REGISTRO,INTERNET,12,Desistiu,NÃO CUMPRIU PRAZO,68
16/3/2005,20/5/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,65
16/3/2005,18/4/2005,CONTAS A PAGAR,INTERNET,4,Desistiu,FALTA ASSISTENCIA TECNICA,33
16/3/2005,13/4/2005,COBRANÇA COM REGISTRO,CNAB,4,Operando,,28
16/3/2005,13/4/2005,COBRANÇA COM REGISTRO,CNAB,8,Operando,,28
16/3/2005,17/5/2005,CONTAS A PAGAR,INTERNET,8,Operando,,62
16/3/2005,4/5/2005,CONTAS A PAGAR,INTERNET,8,Operando,,49
16/3/2005,14/4/2005,COBRANÇA SEM REGISTRO,INTERNET,5,Operando,,29
16/3/2005,14/4/2005,CONTAS A PAGAR,INTERNET,8,Operando,,29
16/3/2005,6/4/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,21
17/3/2005,15/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,59
17/3/2005,14/5/2005,CONTAS A PAGAR,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,58
17/3/2005,3/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,MUITA BUROCRACIA,47
17/3/2005,30/4/2005,CONTAS A PAGAR,INTERNET,7,Desistiu,NÃO CUMPRIU PRAZO,44
17/3/2005,10/4/2005,COBRANÇA COM REGISTRO,INTERNET,5,Desistiu,OFERTA CONCORRENCIA,24
17/3/2005,14/5/2005,CONTAS A PAGAR,INTERNET,7,Operando,,58
17/3/2005,21/4/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,35
17/3/2005,20/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,34
17/3/2005,12/4/2005,CONTAS A PAGAR,INTERNET,4,Operando,,26
17/3/2005,12/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,26
17/3/2005,11/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,25
17/3/2005,30/3/2005,COBRANÇA SEM REGISTRO,INTERNET,5,Operando,,13
18/3/2005,1/5/2005,CONTAS A PAGAR,INTERNET,6,Operando,,44
18/3/2005,29/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,42
18/3/2005,29/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,42
18/3/2005,23/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,36
18/3/2005,18/4/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,31
18/3/2005,18/4/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,31
21/3/2005,30/5/2005,CONTAS A PAGAR,CNAB,8,Desistiu,FALTA DE RETORNO,70
21/3/2005,18/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,58
21/3/2005,16/5/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,56
21/3/2005,1/5/2005,CONTAS A PAGAR,INTERNET,7,Operando,,41
21/3/2005,17/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,27
21/3/2005,17/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,27
22/3/2005,31/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,MUITA BUROCRACIA,70
22/3/2005,30/5/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,NÃO CUMPRIU PRAZO,69
22/3/2005,19/5/2005,CONTAS A PAGAR,CNAB,9,Desistiu,FALTA ASSISTENCIA TECNICA,58
22/3/2005,5/4/2005,COBRANÇA SEM REGISTRO,CNAB,3,Operando,,14
22/3/2005,20/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,29
22/3/2005,15/4/2005,CONTAS A PAGAR,INTERNET,4,Operando,,24
22/3/2005,13/4/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,22
23/3/2005,28/4/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,36
23/3/2005,28/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,36
23/3/2005,16/4/2005,CONTAS A PAGAR,INTERNET,4,Operando,,24
23/3/2005,13/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,21
24/3/2005,1/6/2005,CONTAS A PAGAR,CNAB,8,Desistiu,MUITA BUROCRACIA,69
24/3/2005,1/6/2005,CONTAS A PAGAR,CNAB,6,Operando,,69
24/3/2005,7/5/2005,CONTAS A PAGAR,CNAB,5,Operando,,44
24/3/2005,27/4/2005,CONTAS A PAGAR,INTERNET,5,Operando,,34
24/3/2005,22/4/2005,CONTAS A PAGAR,INTERNET,4,Operando,,29
24/3/2005,8/4/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,15
28/3/2005,15/5/2005,CONTAS A PAGAR,CNAB,7,Desistiu,MUITA BUROCRACIA,48
28/3/2005,12/6/2005,CONTAS A PAGAR,INTERNET,10,Desistiu,NÃO CUMPRIU PRAZO,76
28/3/2005,10/6/2005,COBRANÇA COM REGISTRO,INTERNET,8,Desistiu,FALTA ASSISTENCIA TECNICA,74
28/3/2005,19/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,52
28/3/2005,5/5/2005,CONTAS A PAGAR,INTERNET,9,Operando,,38
28/3/2005,2/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,35
28/3/2005,2/5/2005,CONTAS A PAGAR,INTERNET,3,Operando,,35
28/3/2005,29/4/2005,CONTAS A PAGAR,INTERNET,7,Operando,,32
28/3/2005,28/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,31
28/3/2005,27/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,30
29/3/2005,24/5/2005,CONTAS A PAGAR,CNAB,6,Operando,,56
29/3/2005,23/5/2005,COBRANÇA COM REGISTRO,CNAB,7,Operando,,55
29/3/2005,25/4/2005,CONTAS A PAGAR,CNAB,5,Operando,,27
29/3/2005,6/5/2005,CONTAS A PAGAR,INTERNET,4,Operando,,38
29/3/2005,3/5/2005,COBRANÇA SEM REGISTRO,INTERNET,5,Operando,,35
29/3/2005,24/4/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,26
30/3/2005,5/6/2005,CONTAS A PAGAR,CNAB,9,Operando,,67
30/3/2005,26/5/2005,CONTAS A PAGAR,CNAB,8,Operando,,57
30/3/2005,26/5/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,57
30/3/2005,21/5/2005,COBRANÇA COM REGISTRO,CNAB,8,Operando,,52
30/3/2005,15/4/2005,CONTAS A PAGAR,CNAB,4,Operando,,16
30/3/2005,25/4/2005,CONTAS A PAGAR,INTERNET,6,Operando,,26
31/3/2005,6/6/2005,CONTAS A PAGAR,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,67
31/3/2005,17/5/2005,COBRANÇA COM REGISTRO,CNAB,7,Desistiu,MUITA BUROCRACIA,47
31/3/2005,22/5/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,MUITA BUROCRACIA,52
31/3/2005,28/5/2005,COBRANÇA COM REGISTRO,CNAB,9,Operando,,58
31/3/2005,27/4/2005,COBRANÇA COM REGISTRO,CNAB,5,Operando,,27
31/3/2005,1/6/2005,COBRANÇA COM REGISTRO,INTERNET,10,Operando,,62
31/3/2005,8/5/2005,CONTAS A PAGAR,INTERNET,6,Operando,,38
1/4/2005,19/5/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,NÃO CUMPRIU PRAZO,48
1/4/2005,19/5/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,NÃO CUMPRIU PRAZO,48
1/4/2005,10/5/2005,COBRANÇA COM REGISTRO,CNAB,6,Desistiu,MUDANÇAS INTERNAS,39
1/4/2005,24/5/2005,CONTAS A PAGAR,INTERNET,9,Desistiu,NÃO CUMPRIU PRAZO,53
1/4/2005,17/5/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,46
1/4/2005,1/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,30
4/4/2005,11/6/2005,CONTAS A PAGAR,CNAB,7,Desistiu,MAU ATENDIMENTO,68
4/4/2005,9/6/2005,CONTAS A PAGAR,CNAB,10,Desistiu,NÃO CUMPRIU PRAZO,66
4/4/2005,29/5/2005,COBRANÇA COM REGISTRO,CNAB,10,Desistiu,NÃO CUMPRIU PRAZO,55
4/4/2005,11/5/2005,COBRANÇA COM REGISTRO,INTERNET,7,Desistiu,OUTROS,37
4/4/2005,3/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,29
4/4/2005,15/4/2005,COBRANÇA COM REGISTRO,INTERNET,5,Operando,,11
5/4/2005,5/6/2005,CONTAS A PAGAR,INTERNET,8,Operando,,61
5/4/2005,8/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,33
5/4/2005,24/4/2005,CONTAS A PAGAR,INTERNET,2,Operando,,19
6/4/2005,19/5/2005,CONTAS A PAGAR,INTERNET,8,Desistiu,NÃO CUMPRIU PRAZO,43
6/4/2005,30/5/2005,CONTAS A PAGAR,CNAB,8,Operando,,54
6/4/2005,23/5/2005,COBRANÇA COM REGISTRO,CNAB,6,Operando,,47
6/4/2005,8/5/2005,COBRANÇA COM REGISTRO,INTERNET,4,Operando,,32
6/4/2005,2/5/2005,CONTAS A PAGAR,INTERNET,3,Operando,,26
6/4/2005,19/4/2005,COBRANÇA COM REGISTRO,INTERNET,2,Operando,,13
7/4/2005,13/6/2005,COBRANÇA COM REGISTRO,CNAB,9,Desistiu,NÃO CUMPRIU PRAZO,67
7/4/2005,11/6/2005,CONTAS A PAGAR,CNAB,7,Desistiu,MUITA BUROCRACIA,65
7/4/2005,25/4/2005,COBRANÇA SEM REGISTRO,INTERNET,4,Desistiu,MUDANÇAS INTERNAS,18
7/4/2005,1/5/2005,CONTAS A PAGAR,INTERNET,5,Operando,,24
8/4/2005,24/5/2005,CONTAS A PAGAR,CNAB,6,Desistiu,MUITA BUROCRACIA,46
8/4/2005,24/4/2005,COBRANÇA COM REGISTRO,INTERNET,6,Operando,,16
11/4/2005,2/6/2005,CONTAS A PAGAR,INTERNET,6,Desistiu,NÃO CUMPRIU PRAZO,52
12/4/2005,17/6/2005,COBRANÇA COM REGISTRO,CNAB,8,Desistiu,FALTA DE RETORNO,66
12/4/2005,17/6/2005,CONTAS A PAGAR,CNAB,10,Desistiu,MUITA BUROCRACIA,66
12/4/2005,3/6/2005,COBRANÇA COM REGISTRO,CNAB,7,Operando,,52
12/4/2005,3/6/2005,COBRANÇA COM REGISTRO,CNAB,7,Operando,,52
